SITE,TRANSECT,YEAR,SP_CODE,mean_wet_weight,median_dry_weight,median_wet_weight,mean_dry_weight,NETWORK,PI,QUAD,SIDE,COUNT,AREA,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,SIZE,COMMON.NAME,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES,NOTES,geometry,transect_mean_wet_weight,transect_median_dry_weight,transect_median_wet_weight,transect_mean_dry_weight
Fort Weatherill,1,2016,SL,24.051080315012385,1.82244885980006,16.58681373688815,1.82244885980006,KEEN ONE,Humphries,40,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3664210546525, 41.4772145407588)",48.10216063002477,3.64489771960012,33.1736274737763,3.64489771960012
Fort Weatherill,1,2016,SL,24.051080315012385,1.82244885980006,16.58681373688815,1.82244885980006,KEEN ONE,Humphries,8,I,19,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3664210546525, 41.4772145407588)",456.9705259852353,34.62652833620114,315.14946100087485,34.62652833620114
Fort Weatherill,1,2017,SL,42.01027180054213,3.885303745764495,41.54968902125065,3.885303745764495,KEEN ONE,Humphries,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,"NA,NA,NA","c(-71.3664210539615, 41.4772430268374)",0,0,0,0
Fort Weatherill,1,2017,SL,42.01027180054213,3.885303745764495,41.54968902125065,3.885303745764495,KEEN ONE,Humphries,16,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,"NA,NA,NA","c(-71.3664210539615, 41.4772430268374)",126.03081540162638,11.655911237293484,124.64906706375194,11.655911237293484
Fort Weatherill,1,2017,SL,42.01027180054213,3.885303745764495,41.54968902125065,3.885303745764495,KEEN ONE,Humphries,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,"NA,NA,NA","c(-71.3664210539615, 41.4772430268374)",0,0,0,0
Fort Weatherill,1,2017,SL,42.01027180054213,3.885303745764495,41.54968902125065,3.885303745764495,KEEN ONE,Humphries,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,"NA,NA,NA","c(-71.3664210539615, 41.4772430268374)",0,0,0,0
Fort Weatherill,1,2017,SL,42.01027180054213,3.885303745764495,41.54968902125065,3.885303745764495,KEEN ONE,Humphries,40,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,"NA,NA,NA","c(-71.3664210539615, 41.4772430268374)",42.01027180054213,3.885303745764495,41.54968902125065,3.885303745764495
Fort Weatherill,1,2017,SL,42.01027180054213,3.885303745764495,41.54968902125065,3.885303745764495,KEEN ONE,Humphries,8,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,"NA,NA,NA","c(-71.3664210539615, 41.4772430268374)",126.03081540162638,11.655911237293484,124.64906706375194,11.655911237293484
Fort Weatherill,1,2018,LADI,41.85016630941782,NA,48.2681272826119,NA,KEEN ONE,Humphries,0,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3664027777777, 41.4773)",83.70033261883565,NA,96.5362545652238,NA
Fort Weatherill,1,2018,LADI,41.85016630941782,NA,48.2681272826119,NA,KEEN ONE,Humphries,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3664027777777, 41.4773)",0,NA,0,NA
Fort Weatherill,1,2018,LADI,41.85016630941782,NA,48.2681272826119,NA,KEEN ONE,Humphries,24,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3664027777777, 41.4773)",41.85016630941782,NA,48.2681272826119,NA
Fort Weatherill,1,2018,LADI,41.85016630941782,NA,48.2681272826119,NA,KEEN ONE,Humphries,32,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3664027777777, 41.4773)",41.85016630941782,NA,48.2681272826119,NA
Fort Weatherill,1,2018,LADI,41.85016630941782,NA,48.2681272826119,NA,KEEN ONE,Humphries,40,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3664027777777, 41.4773)",41.85016630941782,NA,48.2681272826119,NA
Fort Weatherill,1,2018,LADI,41.85016630941782,NA,48.2681272826119,NA,KEEN ONE,Humphries,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3664027777777, 41.4773)",0,NA,0,NA
Fort Weatherill,1,2018,SL,17.57153871330056,1.2298741265362398,10.293453596440049,1.2298741265362398,KEEN ONE,Humphries,0,O,8,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3664027777777, 41.4773)",140.57230970640447,9.838993012289919,82.34762877152039,9.838993012289919
Fort Weatherill,1,2018,SL,17.57153871330056,1.2298741265362398,10.293453596440049,1.2298741265362398,KEEN ONE,Humphries,16,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3664027777777, 41.4773)",17.57153871330056,1.2298741265362398,10.293453596440049,1.2298741265362398
Fort Weatherill,1,2018,SL,17.57153871330056,1.2298741265362398,10.293453596440049,1.2298741265362398,KEEN ONE,Humphries,24,I,10,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3664027777777, 41.4773)",175.71538713300558,12.298741265362398,102.93453596440048,12.298741265362398
Fort Weatherill,1,2018,SL,17.57153871330056,1.2298741265362398,10.293453596440049,1.2298741265362398,KEEN ONE,Humphries,32,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3664027777777, 41.4773)",35.14307742660112,2.4597482530724797,20.586907192880098,2.4597482530724797
Fort Weatherill,1,2018,SL,17.57153871330056,1.2298741265362398,10.293453596440049,1.2298741265362398,KEEN ONE,Humphries,40,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3664027777777, 41.4773)",35.14307742660112,2.4597482530724797,20.586907192880098,2.4597482530724797
Fort Weatherill,1,2018,SL,17.57153871330056,1.2298741265362398,10.293453596440049,1.2298741265362398,KEEN ONE,Humphries,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3664027777777, 41.4773)",0,0,0,0
Fort Weatherill,2,2016,LADI,47.19574363234284,NA,42.34375020519755,NA,KEEN ONE,Humphries,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3635710156022, 41.4769146682058)",0,NA,0,NA
Fort Weatherill,2,2016,LADI,47.19574363234284,NA,42.34375020519755,NA,KEEN ONE,Humphries,16,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3635710156022, 41.4769146682058)",188.78297452937136,NA,169.3750008207902,NA
Fort Weatherill,2,2016,LADI,47.19574363234284,NA,42.34375020519755,NA,KEEN ONE,Humphries,24,I,5,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3635710156022, 41.4769146682058)",235.9787181617142,NA,211.71875102598776,NA
Fort Weatherill,2,2016,LADI,47.19574363234284,NA,42.34375020519755,NA,KEEN ONE,Humphries,32,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3635710156022, 41.4769146682058)",47.19574363234284,NA,42.34375020519755,NA
Fort Weatherill,2,2016,LADI,47.19574363234284,NA,42.34375020519755,NA,KEEN ONE,Humphries,40,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3635710156022, 41.4769146682058)",94.39148726468568,NA,84.6875004103951,NA
Fort Weatherill,2,2016,LADI,47.19574363234284,NA,42.34375020519755,NA,KEEN ONE,Humphries,8,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3635710156022, 41.4769146682058)",94.39148726468568,NA,84.6875004103951,NA
Fort Weatherill,2,2016,SL,21.035261766913607,2.52948011857508,24.688071754764252,2.52948011857508,KEEN ONE,Humphries,0,O,12,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3635710156022, 41.4769146682058)",252.42314120296328,30.35376142290096,296.256861057171,30.35376142290096
Fort Weatherill,2,2016,SL,21.035261766913607,2.52948011857508,24.688071754764252,2.52948011857508,KEEN ONE,Humphries,16,O,12,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3635710156022, 41.4769146682058)",252.42314120296328,30.35376142290096,296.256861057171,30.35376142290096
Fort Weatherill,2,2016,SL,21.035261766913607,2.52948011857508,24.688071754764252,2.52948011857508,KEEN ONE,Humphries,24,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3635710156022, 41.4769146682058)",42.07052353382721,5.05896023715016,49.376143509528504,5.05896023715016
Fort Weatherill,2,2016,SL,21.035261766913607,2.52948011857508,24.688071754764252,2.52948011857508,KEEN ONE,Humphries,32,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3635710156022, 41.4769146682058)",21.035261766913607,2.52948011857508,24.688071754764252,2.52948011857508
Fort Weatherill,2,2016,SL,21.035261766913607,2.52948011857508,24.688071754764252,2.52948011857508,KEEN ONE,Humphries,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3635710156022, 41.4769146682058)",0,0,0,0
Fort Weatherill,2,2016,SL,21.035261766913607,2.52948011857508,24.688071754764252,2.52948011857508,KEEN ONE,Humphries,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3635710156022, 41.4769146682058)",0,0,0,0
Fort Weatherill,2,2017,LADI,46.59212314669316,NA,40.1502072544512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-71.3635710149172, 41.4769430172352)",NA,NA,NA,NA
Fort Weatherill,2,2017,SL,18.37461531884039,1.74235012754532,15.70993324627075,1.74235012754532,KEEN ONE,Humphries,0,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,"NA,NA,NA,NA","c(-71.3635710149172, 41.4769430172352)",36.74923063768078,3.48470025509064,31.4198664925415,3.48470025509064
Fort Weatherill,2,2017,SL,18.37461531884039,1.74235012754532,15.70993324627075,1.74235012754532,KEEN ONE,Humphries,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,"NA,NA,NA,NA","c(-71.3635710149172, 41.4769430172352)",0,0,0,0
Fort Weatherill,2,2017,SL,18.37461531884039,1.74235012754532,15.70993324627075,1.74235012754532,KEEN ONE,Humphries,24,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,"NA,NA,NA,NA","c(-71.3635710149172, 41.4769430172352)",18.37461531884039,1.74235012754532,15.70993324627075,1.74235012754532
Fort Weatherill,2,2017,SL,18.37461531884039,1.74235012754532,15.70993324627075,1.74235012754532,KEEN ONE,Humphries,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,"NA,NA,NA,NA","c(-71.3635710149172, 41.4769430172352)",0,0,0,0
Fort Weatherill,2,2017,SL,18.37461531884039,1.74235012754532,15.70993324627075,1.74235012754532,KEEN ONE,Humphries,40,I,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,"NA,NA,NA,NA","c(-71.3635710149172, 41.4769430172352)",73.49846127536156,6.96940051018128,62.839732985083,6.96940051018128
Fort Weatherill,2,2017,SL,18.37461531884039,1.74235012754532,15.70993324627075,1.74235012754532,KEEN ONE,Humphries,8,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,"NA,NA,NA,NA","c(-71.3635710149172, 41.4769430172352)",36.74923063768078,3.48470025509064,31.4198664925415,3.48470025509064
Fort Weatherill,2,2018,LADI,28.9584274863838,NA,25.9978815742036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-71.3635499999999, 41.477025)",NA,NA,NA,NA
Fort Weatherill,2,2018,SL,9.956642780013269,1.176715065403085,9.75711987432867,1.176715065403085,KEEN ONE,Humphries,0,O,13,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3635499999999, 41.477025)",129.4363561401725,15.297295850240104,126.8425583662727,15.297295850240104
Fort Weatherill,2,2018,SL,9.956642780013269,1.176715065403085,9.75711987432867,1.176715065403085,KEEN ONE,Humphries,16,O,9,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3635499999999, 41.477025)",89.60978502011942,10.590435588627765,87.81407886895802,10.590435588627765
Fort Weatherill,2,2018,SL,9.956642780013269,1.176715065403085,9.75711987432867,1.176715065403085,KEEN ONE,Humphries,24,I,10,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3635499999999, 41.477025)",99.56642780013269,11.76715065403085,97.57119874328669,11.76715065403085
Fort Weatherill,2,2018,SL,9.956642780013269,1.176715065403085,9.75711987432867,1.176715065403085,KEEN ONE,Humphries,32,O,13,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3635499999999, 41.477025)",129.4363561401725,15.297295850240104,126.8425583662727,15.297295850240104
Fort Weatherill,2,2018,SL,9.956642780013269,1.176715065403085,9.75711987432867,1.176715065403085,KEEN ONE,Humphries,40,I,17,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3635499999999, 41.477025)",169.26292726022558,20.004156111852442,165.8710378635874,20.004156111852442
Fort Weatherill,2,2018,SL,9.956642780013269,1.176715065403085,9.75711987432867,1.176715065403085,KEEN ONE,Humphries,8,I,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3635499999999, 41.477025)",39.826571120053075,4.70686026161234,39.02847949731468,4.70686026161234
Fort Weatherill,3,2016,LADI,20.626399460991987,NA,21.39236456822205,NA,KEEN ONE,Humphries,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3617350539949, 41.4781297326476)",0,NA,0,NA
Fort Weatherill,3,2016,LADI,20.626399460991987,NA,21.39236456822205,NA,KEEN ONE,Humphries,16,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3617350539949, 41.4781297326476)",20.626399460991987,NA,21.39236456822205,NA
Fort Weatherill,3,2016,LADI,20.626399460991987,NA,21.39236456822205,NA,KEEN ONE,Humphries,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3617350539949, 41.4781297326476)",0,NA,0,NA
Fort Weatherill,3,2016,LADI,20.626399460991987,NA,21.39236456822205,NA,KEEN ONE,Humphries,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3617350539949, 41.4781297326476)",0,NA,0,NA
Fort Weatherill,3,2016,LADI,20.626399460991987,NA,21.39236456822205,NA,KEEN ONE,Humphries,40,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3617350539949, 41.4781297326476)",20.626399460991987,NA,21.39236456822205,NA
Fort Weatherill,3,2016,LADI,20.626399460991987,NA,21.39236456822205,NA,KEEN ONE,Humphries,8,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,NA,"c(-71.3617350539949, 41.4781297326476)",20.626399460991987,NA,21.39236456822205,NA
Fort Weatherill,3,2016,SL,20.259593197147243,0.93831568960352,7.414262500678695,0.93831568960352,KEEN ONE,Humphries,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3617350539949, 41.4781297326476)",0,0,0,0
Fort Weatherill,3,2016,SL,20.259593197147243,0.93831568960352,7.414262500678695,0.93831568960352,KEEN ONE,Humphries,16,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3617350539949, 41.4781297326476)",60.77877959144173,2.81494706881056,22.242787502036084,2.81494706881056
Fort Weatherill,3,2016,SL,20.259593197147243,0.93831568960352,7.414262500678695,0.93831568960352,KEEN ONE,Humphries,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3617350539949, 41.4781297326476)",0,0,0,0
Fort Weatherill,3,2016,SL,20.259593197147243,0.93831568960352,7.414262500678695,0.93831568960352,KEEN ONE,Humphries,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3617350539949, 41.4781297326476)",0,0,0,0
Fort Weatherill,3,2016,SL,20.259593197147243,0.93831568960352,7.414262500678695,0.93831568960352,KEEN ONE,Humphries,40,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3617350539949, 41.4781297326476)",20.259593197147243,0.93831568960352,7.414262500678695,0.93831568960352
Fort Weatherill,3,2016,SL,20.259593197147243,0.93831568960352,7.414262500678695,0.93831568960352,KEEN ONE,Humphries,8,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-71.3617350539949, 41.4781297326476)",20.259593197147243,0.93831568960352,7.414262500678695,0.93831568960352
Fort Weatherill,3,2017,LADI,29.844570020090313,NA,25.1139491346989,NA,KEEN ONE,Humphries,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,"NA,NA","c(-71.3617350533138, 41.4781579934827)",0,NA,0,NA
